snapshot_id,snapshot_date,store_id,product_id,system_quantity,counted_quantity,variance_quantity,variance_value,expired_quantity,status
SNP-00001199,2026-07-31,PH-004,PRD-00426,16,13,-3,-55.41,0,Minor Variance
SNP-00001200,2026-07-31,PH-004,PRD-00075,8,8,0,0.0,0,Matched
SNP-00001201,2026-07-31,PH-005,PRD-00169,24,27,3,6.72,0,Minor Variance
SNP-00001202,2026-07-31,PH-005,PRD-00246,68,71,3,26.97,0,Minor Variance
SNP-00001203,2026-07-31,PH-005,PRD-00038,8,11,3,79.68,0,Minor Variance
SNP-00001204,2026-07-31,PH-005,PRD-00211,23,22,-1,-27.56,0,Minor Variance
SNP-00001205,2026-07-31,PH-005,PRD-00104,9,11,2,2.46,0,Minor Variance
SNP-00001206,2026-07-31,PH-005,PRD-00381,54,51,-3,-6.15,0,Minor Variance
SNP-00001207,2026-07-31,PH-005,PRD-00553,0,1,1,33.47,0,Minor Variance
SNP-00001208,2026-07-31,PH-005,PRD-00789,59,60,1,14.13,0,Minor Variance
SNP-00001209,2026-07-31,PH-005,PRD-00726,56,57,1,1.24,0,Minor Variance
SNP-00001210,2026-07-31,PH-005,PRD-00230,61,64,3,71.01,0,Minor Variance
SNP-00001211,2026-07-31,PH-005,PRD-00429,10,13,3,54.39,0,Minor Variance
SNP-00001212,2026-07-31,PH-005,PRD-00133,5,5,0,0.0,0,Matched
SNP-00001213,2026-07-31,PH-005,PRD-00637,69,72,3,9.09,0,Minor Variance
SNP-00001214,2026-07-31,PH-005,PRD-00265,67,56,-11,-198.77,0,Major Variance
SNP-00001215,2026-07-31,PH-005,PRD-00409,47,48,1,30.89,0,Minor Variance
SNP-00001216,2026-07-31,PH-005,PRD-00277,4,6,2,58.94,0,Minor Variance
SNP-00001217,2026-07-31,PH-005,PRD-00798,60,62,2,3.88,0,Minor Variance
SNP-00001218,2026-07-31,PH-005,PRD-00234,91,90,-1,-16.33,0,Minor Variance
SNP-00001219,2026-07-31,PH-005,PRD-00584,9,0,-9,-121.95,0,Out of Stock
SNP-00001220,2026-07-31,PH-005,PRD-00516,90,93,3,48.09,0,Minor Variance
SNP-00001221,2026-07-31,PH-005,PRD-00549,15,12,-3,-29.07,0,Minor Variance
SNP-00001222,2026-07-31,PH-005,PRD-00631,19,19,0,0.0,0,Matched
SNP-00001223,2026-07-31,PH-005,PRD-00371,59,58,-1,-15.59,0,Minor Variance
SNP-00001224,2026-07-31,PH-005,PRD-00541,44,45,1,21.78,0,Minor Variance
SNP-00001225,2026-07-31,PH-005,PRD-00698,12,13,1,25.07,0,Minor Variance
SNP-00001226,2026-07-31,PH-005,PRD-00503,14,0,-14,-12.88,0,Out of Stock
SNP-00001227,2026-07-31,PH-005,PRD-00198,40,43,3,102.48,0,Minor Variance
SNP-00001228,2026-07-31,PH-005,PRD-00537,7,1,-6,-56.64,0,Major Variance
SNP-00001229,2026-07-31,PH-005,PRD-00748,9,11,2,53.6,0,Minor Variance
SNP-00001230,2026-07-31,PH-005,PRD-00025,48,48,0,0.0,0,Matched
SNP-00001231,2026-07-31,PH-005,PRD-00604,40,20,-20,-602.0,0,Major Variance
SNP-00001232,2026-07-31,PH-005,PRD-00063,50,48,-2,-7.34,0,Minor Variance
SNP-00001233,2026-07-31,PH-005,PRD-00287,93,92,-1,-7.45,0,Minor Variance
SNP-00001234,2026-07-31,PH-005,PRD-00177,44,41,-3,-35.25,0,Minor Variance
SNP-00001235,2026-07-31,PH-005,PRD-00290,62,60,-2,-23.82,0,Minor Variance
SNP-00001236,2026-07-31,PH-005,PRD-00619,11,14,3,49.56,0,Minor Variance
SNP-00001237,2026-07-31,PH-005,PRD-00264,39,38,-1,-2.41,0,Minor Variance
SNP-00001238,2026-07-31,PH-005,PRD-00642,89,87,-2,-66.18,0,Minor Variance
SNP-00001239,2026-07-31,PH-005,PRD-00124,30,31,1,19.99,0,Minor Variance
SNP-00001240,2026-07-31,PH-005,PRD-00213,36,37,1,15.86,0,Minor Variance
SNP-00001241,2026-07-31,PH-005,PRD-00796,67,66,-1,-10.52,0,Minor Variance
SNP-00001242,2026-07-31,PH-005,PRD-00377,77,79,2,54.02,0,Minor Variance
SNP-00001243,2026-07-31,PH-005,PRD-00560,57,60,3,53.88,0,Minor Variance
SNP-00001244,2026-07-31,PH-005,PRD-00612,51,48,-3,-99.6,0,Minor Variance
SNP-00001245,2026-07-31,PH-005,PRD-00007,53,56,3,49.35,0,Minor Variance
SNP-00001246,2026-07-31,PH-005,PRD-00123,42,42,0,0.0,0,Matched
SNP-00001247,2026-07-31,PH-005,PRD-00296,91,93,2,43.46,0,Minor Variance
SNP-00001248,2026-07-31,PH-005,PRD-00546,81,84,3,102.51,0,Minor Variance
SNP-00001249,2026-07-31,PH-005,PRD-00145,35,32,-3,-9.87,0,Minor Variance
SNP-00001250,2026-07-31,PH-005,PRD-00235,65,67,2,53.2,0,Minor Variance
SNP-00001251,2026-07-31,PH-005,PRD-00194,41,44,3,87.03,0,Minor Variance
SNP-00001252,2026-07-31,PH-005,PRD-00490,31,12,-19,-445.93,0,Major Variance
SNP-00001253,2026-07-31,PH-005,PRD-00164,4,1,-3,-48.33,0,Minor Variance
SNP-00001254,2026-07-31,PH-005,PRD-00519,20,17,-3,-12.87,0,Minor Variance
SNP-00001255,2026-07-31,PH-005,PRD-00723,43,42,-1,-1.96,0,Minor Variance
SNP-00001256,2026-07-31,PH-005,PRD-00252,54,52,-2,-60.24,0,Minor Variance
SNP-00001257,2026-07-31,PH-005,PRD-00009,53,52,-1,-18.87,0,Minor Variance
SNP-00001258,2026-07-31,PH-005,PRD-00084,12,10,-2,-39.3,0,Minor Variance
SNP-00001259,2026-07-31,PH-005,PRD-00035,2,4,2,62.68,0,Minor Variance
SNP-00001260,2026-07-31,PH-005,PRD-00706,93,95,2,54.34,0,Minor Variance
SNP-00001261,2026-07-31,PH-005,PRD-00309,48,46,-2,-9.52,0,Minor Variance
SNP-00001262,2026-07-31,PH-005,PRD-00228,78,80,2,24.16,0,Minor Variance
SNP-00001263,2026-07-31,PH-005,PRD-00298,72,71,-1,-27.2,0,Minor Variance
SNP-00001264,2026-07-31,PH-005,PRD-00614,32,32,0,0.0,0,Matched
SNP-00001265,2026-07-31,PH-005,PRD-00707,35,36,1,31.69,0,Minor Variance
SNP-00001266,2026-07-31,PH-005,PRD-00699,81,84,3,21.09,0,Minor Variance
SNP-00001267,2026-07-31,PH-005,PRD-00384,67,57,-10,-330.1,0,Major Variance
SNP-00001268,2026-07-31,PH-005,PRD-00134,75,77,2,2.02,0,Minor Variance
SNP-00001269,2026-07-31,PH-005,PRD-00412,57,56,-1,-10.35,0,Minor Variance
SNP-00001270,2026-07-31,PH-005,PRD-00001,10,2,-8,-276.0,0,Major Variance
SNP-00001271,2026-07-31,PH-005,PRD-00589,54,56,2,50.5,0,Minor Variance
SNP-00001272,2026-07-31,PH-005,PRD-00239,80,79,-1,-14.31,0,Minor Variance
SNP-00001273,2026-07-31,PH-005,PRD-00575,36,37,1,30.01,0,Minor Variance
SNP-00001274,2026-07-31,PH-005,PRD-00620,20,23,3,60.87,0,Minor Variance
SNP-00001275,2026-07-31,PH-005,PRD-00626,26,27,1,27.68,0,Minor Variance
SNP-00001276,2026-07-31,PH-005,PRD-00601,45,42,-3,-47.19,0,Minor Variance
SNP-00001277,2026-07-31,PH-005,PRD-00156,8,11,3,85.38,0,Minor Variance
SNP-00001278,2026-07-31,PH-005,PRD-00195,98,100,2,43.84,0,Minor Variance
SNP-00001279,2026-07-31,PH-005,PRD-00043,40,38,-2,-5.06,0,Minor Variance
SNP-00001280,2026-07-31,PH-005,PRD-00645,18,6,-12,-66.0,0,Major Variance
SNP-00001281,2026-07-31,PH-005,PRD-00021,81,72,-9,-113.31,0,Major Variance
SNP-00001282,2026-07-31,PH-005,PRD-00315,59,57,-2,-19.86,0,Minor Variance
SNP-00001283,2026-07-31,PH-005,PRD-00570,70,71,1,33.74,0,Minor Variance
SNP-00001284,2026-07-31,PH-005,PRD-00172,85,86,1,25.27,0,Minor Variance
SNP-00001285,2026-07-31,PH-005,PRD-00528,61,63,2,44.2,0,Minor Variance
SNP-00001286,2026-07-31,PH-005,PRD-00524,75,77,2,34.48,0,Minor Variance
SNP-00001287,2026-07-31,PH-005,PRD-00492,16,13,-3,-41.91,0,Minor Variance
SNP-00001288,2026-07-31,PH-005,PRD-00448,20,7,-13,-443.04,0,Major Variance
SNP-00001289,2026-07-31,PH-005,PRD-00200,0,2,2,57.22,0,Minor Variance
SNP-00001290,2026-07-31,PH-005,PRD-00229,17,14,-3,-71.55,0,Minor Variance
SNP-00001291,2026-07-31,PH-005,PRD-00137,37,35,-2,-60.56,0,Minor Variance
SNP-00001292,2026-07-31,PH-005,PRD-00078,18,18,0,0.0,0,Matched
SNP-00001293,2026-07-31,PH-005,PRD-00447,64,65,1,21.91,0,Minor Variance
SNP-00001294,2026-07-31,PH-005,PRD-00668,18,0,-18,-416.16,0,Out of Stock
SNP-00001295,2026-07-31,PH-005,PRD-00052,80,65,-15,-304.05,0,Major Variance
SNP-00001296,2026-07-31,PH-005,PRD-00182,48,51,3,47.85,0,Minor Variance
SNP-00001297,2026-07-31,PH-005,PRD-00111,38,26,-12,-122.4,0,Major Variance
SNP-00001298,2026-07-31,PH-005,PRD-00498,38,26,-12,-175.2,0,Major Variance
SNP-00001299,2026-07-31,PH-005,PRD-00709,82,81,-1,-27.96,0,Minor Variance
SNP-00001300,2026-07-31,PH-005,PRD-00390,95,94,-1,-9.3,0,Minor Variance
SNP-00001301,2026-07-31,PH-005,PRD-00484,42,45,3,74.64,0,Minor Variance
SNP-00001302,2026-07-31,PH-005,PRD-00759,62,59,-3,-97.35,0,Minor Variance
SNP-00001303,2026-07-31,PH-005,PRD-00615,5,3,-2,-53.84,0,Minor Variance
SNP-00001304,2026-07-31,PH-005,PRD-00565,92,92,0,0.0,0,Matched
SNP-00001305,2026-07-31,PH-005,PRD-00008,48,42,-6,-185.52,0,Major Variance
SNP-00001306,2026-07-31,PH-005,PRD-00191,62,48,-14,-409.22,0,Major Variance
SNP-00001307,2026-07-31,PH-005,PRD-00314,26,23,-3,-25.35,0,Minor Variance
SNP-00001308,2026-07-31,PH-005,PRD-00638,1,0,-1,-13.99,0,Out of Stock
SNP-00001309,2026-07-31,PH-005,PRD-00415,8,11,3,9.0,0,Minor Variance
SNP-00001310,2026-07-31,PH-005,PRD-00175,20,21,1,26.21,0,Minor Variance
SNP-00001311,2026-07-31,PH-005,PRD-00729,32,30,-2,-51.24,0,Minor Variance
SNP-00001312,2026-07-31,PH-005,PRD-00491,28,28,0,0.0,0,Matched
SNP-00001313,2026-07-31,PH-005,PRD-00514,2,5,3,39.84,0,Minor Variance
SNP-00001314,2026-07-31,PH-005,PRD-00319,30,33,3,85.02,0,Minor Variance
SNP-00001315,2026-07-31,PH-005,PRD-00018,63,66,3,22.77,0,Minor Variance
SNP-00001316,2026-07-31,PH-005,PRD-00649,47,41,-6,-42.48,0,Major Variance
SNP-00001317,2026-07-31,PH-005,PRD-00521,58,55,-3,-55.32,0,Minor Variance
SNP-00001318,2026-07-31,PH-005,PRD-00728,66,63,-3,-63.45,0,Minor Variance
SNP-00001319,2026-07-31,PH-005,PRD-00691,34,16,-18,-211.32,0,Major Variance
SNP-00001320,2026-07-31,PH-005,PRD-00146,45,46,1,21.81,0,Minor Variance
SNP-00001321,2026-07-31,PH-005,PRD-00161,99,85,-14,-464.24,0,Major Variance
SNP-00001322,2026-07-31,PH-005,PRD-00302,68,63,-5,-163.0,0,Major Variance
SNP-00001323,2026-07-31,PH-005,PRD-00545,50,38,-12,-218.88,0,Major Variance
SNP-00001324,2026-07-31,PH-005,PRD-00397,28,25,-3,-12.12,0,Minor Variance
SNP-00001325,2026-07-31,PH-005,PRD-00237,20,20,0,0.0,0,Matched
SNP-00001326,2026-07-31,PH-005,PRD-00416,3,4,1,30.72,0,Minor Variance
SNP-00001327,2026-07-31,PH-005,PRD-00779,50,40,-10,-229.3,0,Major Variance
SNP-00001328,2026-07-31,PH-005,PRD-00750,100,103,3,16.62,0,Minor Variance
SNP-00001329,2026-07-31,PH-005,PRD-00679,74,62,-12,-306.72,0,Major Variance
SNP-00001330,2026-07-31,PH-005,PRD-00335,71,73,2,50.98,0,Minor Variance
SNP-00001331,2026-07-31,PH-005,PRD-00274,64,64,0,0.0,0,Matched
SNP-00001332,2026-07-31,PH-005,PRD-00068,48,46,-2,-41.9,0,Minor Variance
SNP-00001333,2026-07-31,PH-005,PRD-00085,47,48,1,8.75,0,Minor Variance
SNP-00001334,2026-07-31,PH-005,PRD-00593,65,66,1,9.22,0,Minor Variance
SNP-00001335,2026-07-31,PH-005,PRD-00515,88,90,2,7.7,0,Minor Variance
SNP-00001336,2026-07-31,PH-005,PRD-00508,96,94,-2,-24.0,0,Minor Variance
SNP-00001337,2026-07-31,PH-005,PRD-00358,74,72,-2,-59.66,0,Minor Variance
SNP-00001338,2026-07-31,PH-005,PRD-00399,69,66,-3,-19.8,0,Minor Variance
SNP-00001339,2026-07-31,PH-005,PRD-00672,37,27,-10,-217.1,0,Major Variance
SNP-00001340,2026-07-31,PH-005,PRD-00079,96,82,-14,-159.46,0,Major Variance
SNP-00001341,2026-07-31,PH-005,PRD-00163,35,34,-1,-23.01,0,Minor Variance
SNP-00001342,2026-07-31,PH-005,PRD-00142,16,17,1,21.38,0,Minor Variance
SNP-00001343,2026-07-31,PH-005,PRD-00394,93,90,-3,-9.96,0,Minor Variance
SNP-00001344,2026-07-31,PH-005,PRD-00479,71,68,-3,-55.95,0,Minor Variance
SNP-00001345,2026-07-31,PH-005,PRD-00222,90,88,-2,-29.82,0,Minor Variance
SNP-00001346,2026-07-31,PH-005,PRD-00217,45,46,1,24.39,0,Minor Variance
SNP-00001347,2026-07-31,PH-005,PRD-00641,74,61,-13,-144.3,0,Major Variance
SNP-00001348,2026-07-31,PH-005,PRD-00690,64,66,2,62.4,0,Minor Variance
SNP-00001349,2026-07-31,PH-005,PRD-00242,83,83,0,0.0,0,Matched
SNP-00001350,2026-07-31,PH-005,PRD-00061,26,26,0,0.0,0,Matched
SNP-00001351,2026-07-31,PH-005,PRD-00772,33,30,-3,-60.69,0,Minor Variance
SNP-00001352,2026-07-31,PH-005,PRD-00646,93,95,2,46.46,0,Minor Variance
SNP-00001353,2026-07-31,PH-005,PRD-00279,71,60,-11,-257.18,0,Major Variance
SNP-00001354,2026-07-31,PH-005,PRD-00361,14,17,3,60.6,0,Minor Variance
SNP-00001355,2026-07-31,PH-005,PRD-00609,40,42,2,65.1,0,Minor Variance
SNP-00001356,2026-07-31,PH-005,PRD-00650,19,12,-7,-60.62,0,Major Variance
SNP-00001357,2026-07-31,PH-005,PRD-00715,94,94,0,0.0,0,Matched
SNP-00001358,2026-07-31,PH-005,PRD-00665,71,69,-2,-67.28,0,Minor Variance
SNP-00001359,2026-07-31,PH-005,PRD-00327,37,37,0,0.0,0,Matched
SNP-00001360,2026-07-31,PH-005,PRD-00070,99,85,-14,-235.2,0,Major Variance
SNP-00001361,2026-07-31,PH-005,PRD-00548,74,71,-3,-96.27,0,Minor Variance
SNP-00001362,2026-07-31,PH-005,PRD-00420,23,25,2,59.98,0,Minor Variance
SNP-00001363,2026-07-31,PH-005,PRD-00226,66,67,1,30.78,0,Minor Variance
SNP-00001364,2026-07-31,PH-005,PRD-00386,16,19,3,62.76,0,Minor Variance
SNP-00001365,2026-07-31,PH-005,PRD-00098,95,98,3,53.28,0,Minor Variance
SNP-00001366,2026-07-31,PH-005,PRD-00376,26,29,3,4.92,0,Minor Variance
SNP-00001367,2026-07-31,PH-005,PRD-00042,34,33,-1,-26.51,0,Minor Variance
SNP-00001368,2026-07-31,PH-005,PRD-00284,81,78,-3,-82.32,0,Minor Variance
SNP-00001369,2026-07-31,PH-005,PRD-00073,27,24,-3,-55.56,0,Minor Variance
SNP-00001370,2026-07-31,PH-005,PRD-00373,85,83,-2,-35.68,0,Minor Variance
SNP-00001371,2026-07-31,PH-005,PRD-00661,37,38,1,24.44,0,Minor Variance
SNP-00001372,2026-07-31,PH-005,PRD-00196,63,62,-1,-28.31,0,Minor Variance
SNP-00001373,2026-07-31,PH-005,PRD-00059,93,94,1,10.9,0,Minor Variance
SNP-00001374,2026-07-31,PH-005,PRD-00108,70,55,-15,-355.65,0,Major Variance
SNP-00001375,2026-07-31,PH-005,PRD-00542,96,95,-1,-16.9,0,Minor Variance
SNP-00001376,2026-07-31,PH-005,PRD-00139,60,48,-12,-188.04,0,Major Variance
SNP-00001377,2026-07-31,PH-005,PRD-00308,44,46,2,56.34,0,Minor Variance
SNP-00001378,2026-07-31,PH-005,PRD-00297,48,45,-3,-12.39,0,Minor Variance
SNP-00001379,2026-07-31,PH-005,PRD-00662,45,45,0,0.0,0,Matched
SNP-00001380,2026-07-31,PH-005,PRD-00266,30,29,-1,-18.98,0,Minor Variance
SNP-00001381,2026-07-31,PH-005,PRD-00773,22,19,-3,-24.84,0,Minor Variance
SNP-00001382,2026-07-31,PH-005,PRD-00097,95,98,3,104.25,0,Minor Variance
SNP-00001383,2026-07-31,PH-005,PRD-00440,69,67,-2,-22.46,0,Minor Variance
SNP-00001384,2026-07-31,PH-005,PRD-00477,56,59,3,103.08,0,Minor Variance
SNP-00001385,2026-07-31,PH-005,PRD-00598,1,0,-1,-17.87,0,Out of Stock
SNP-00001386,2026-07-31,PH-005,PRD-00496,23,26,3,18.06,0,Minor Variance
SNP-00001387,2026-07-31,PH-005,PRD-00167,86,71,-15,-306.75,0,Major Variance
SNP-00001388,2026-07-31,PH-005,PRD-00471,55,52,-3,-100.5,0,Minor Variance
SNP-00001389,2026-07-31,PH-005,PRD-00039,0,0,0,0.0,0,Out of Stock
SNP-00001390,2026-07-31,PH-005,PRD-00370,71,65,-6,-95.64,0,Major Variance
SNP-00001391,2026-07-31,PH-005,PRD-00763,18,20,2,1.82,0,Minor Variance
SNP-00001392,2026-07-31,PH-005,PRD-00136,53,55,2,58.58,0,Minor Variance
SNP-00001393,2026-07-31,PH-005,PRD-00740,7,10,3,82.47,0,Minor Variance
SNP-00001394,2026-07-31,PH-005,PRD-00629,34,35,1,27.35,0,Minor Variance
SNP-00001395,2026-07-31,PH-005,PRD-00012,29,28,-1,-0.87,0,Minor Variance
SNP-00001396,2026-07-31,PH-005,PRD-00027,69,72,3,24.21,0,Minor Variance
SNP-00001397,2026-07-31,PH-005,PRD-00660,61,58,-3,-48.57,0,Minor Variance
SNP-00001398,2026-07-31,PH-005,PRD-00529,17,4,-13,-181.35,0,Major Variance
SNP-00001399,2026-07-31,PH-005,PRD-00793,88,83,-5,-138.5,0,Major Variance
SNP-00001400,2026-07-31,PH-005,PRD-00628,18,20,2,34.92,0,Minor Variance
SNP-00001401,2026-07-31,PH-005,PRD-00186,60,59,-1,-25.05,0,Minor Variance
SNP-00001402,2026-07-31,PH-005,PRD-00534,55,56,1,26.98,0,Minor Variance
SNP-00001403,2026-07-31,PH-005,PRD-00733,85,71,-14,-450.66,0,Major Variance
SNP-00001404,2026-07-31,PH-005,PRD-00579,37,37,0,0.0,0,Matched
SNP-00001405,2026-07-31,PH-005,PRD-00154,64,65,1,3.39,0,Minor Variance
SNP-00001406,2026-07-31,PH-005,PRD-00449,7,6,-1,-32.71,0,Minor Variance
SNP-00001407,2026-07-31,PH-005,PRD-00535,83,84,1,25.04,0,Minor Variance
SNP-00001408,2026-07-31,PH-005,PRD-00041,57,54,-3,-20.91,0,Minor Variance
SNP-00001409,2026-07-31,PH-005,PRD-00760,41,35,-6,-5.82,0,Major Variance
SNP-00001410,2026-07-31,PH-005,PRD-00751,86,86,0,0.0,0,Matched
SNP-00001411,2026-07-31,PH-005,PRD-00214,22,19,-3,-8.64,0,Minor Variance
SNP-00001412,2026-07-31,PH-005,PRD-00596,88,85,-3,-35.58,0,Minor Variance
SNP-00001413,2026-07-31,PH-005,PRD-00538,18,0,-18,-478.98,0,Out of Stock
SNP-00001414,2026-07-31,PH-005,PRD-00758,81,83,2,9.78,0,Minor Variance
SNP-00001415,2026-07-31,PH-005,PRD-00049,99,99,0,0.0,0,Matched
SNP-00001416,2026-07-31,PH-005,PRD-00664,18,6,-12,-30.12,0,Major Variance
SNP-00001417,2026-07-31,PH-005,PRD-00676,66,65,-1,-28.04,0,Minor Variance
SNP-00001418,2026-07-31,PH-005,PRD-00028,89,89,0,0.0,0,Matched
SNP-00001419,2026-07-31,PH-005,PRD-00669,79,77,-2,-30.06,0,Minor Variance
SNP-00001420,2026-07-31,PH-005,PRD-00212,79,66,-13,-289.77,0,Major Variance
SNP-00001421,2026-07-31,PH-005,PRD-00368,27,25,-2,-2.32,0,Minor Variance
SNP-00001422,2026-07-31,PH-005,PRD-00261,14,16,2,17.26,0,Minor Variance
SNP-00001423,2026-07-31,PH-005,PRD-00392,6,4,-2,-27.22,0,Minor Variance
SNP-00001424,2026-07-31,PH-005,PRD-00334,2,5,3,68.16,0,Minor Variance
SNP-00001425,2026-07-31,PH-005,PRD-00571,43,46,3,71.43,0,Minor Variance
SNP-00001426,2026-07-31,PH-005,PRD-00566,56,58,2,35.72,0,Minor Variance
SNP-00001427,2026-07-31,PH-005,PRD-00588,30,33,3,4.23,0,Minor Variance
SNP-00001428,2026-07-31,PH-005,PRD-00663,74,77,3,41.37,0,Minor Variance
SNP-00001429,2026-07-31,PH-005,PRD-00653,96,98,2,13.62,0,Minor Variance
SNP-00001430,2026-07-31,PH-005,PRD-00083,58,61,3,32.94,0,Minor Variance
SNP-00001431,2026-07-31,PH-005,PRD-00178,29,28,-1,-15.95,0,Minor Variance
SNP-00001432,2026-07-31,PH-005,PRD-00436,49,50,1,26.82,0,Minor Variance
SNP-00001433,2026-07-31,PH-005,PRD-00761,2,0,-2,-15.62,0,Out of Stock
SNP-00001434,2026-07-31,PH-005,PRD-00623,33,30,-3,-91.62,0,Minor Variance
SNP-00001435,2026-07-31,PH-005,PRD-00701,65,67,2,10.22,0,Minor Variance
SNP-00001436,2026-07-31,PH-005,PRD-00695,0,0,0,0.0,0,Out of Stock
SNP-00001437,2026-07-31,PH-005,PRD-00562,90,90,0,0.0,0,Matched
SNP-00001438,2026-07-31,PH-005,PRD-00788,20,18,-2,-26.72,0,Minor Variance
SNP-00001439,2026-07-31,PH-005,PRD-00293,81,84,3,69.93,0,Minor Variance
SNP-00001440,2026-07-31,PH-005,PRD-00094,14,0,-14,-316.4,0,Out of Stock
SNP-00001441,2026-07-31,PH-005,PRD-00345,29,28,-1,-2.73,0,Minor Variance
SNP-00001442,2026-07-31,PH-005,PRD-00106,76,78,2,45.02,0,Minor Variance
SNP-00001443,2026-07-31,PH-005,PRD-00694,80,80,0,0.0,0,Matched
SNP-00001444,2026-07-31,PH-005,PRD-00069,81,79,-2,-63.72,0,Minor Variance
SNP-00001445,2026-07-31,PH-005,PRD-00481,7,4,-3,-12.78,0,Minor Variance
SNP-00001446,2026-07-31,PH-005,PRD-00255,58,56,-2,-56.62,0,Minor Variance
SNP-00001447,2026-07-31,PH-005,PRD-00126,99,98,-1,-12.74,0,Minor Variance
SNP-00001448,2026-07-31,PH-005,PRD-00413,7,0,-7,-111.51,0,Out of Stock
SNP-00001449,2026-07-31,PH-005,PRD-00066,3,4,1,6.7,0,Minor Variance
SNP-00001450,2026-07-31,PH-005,PRD-00054,34,35,1,3.68,0,Minor Variance
SNP-00001451,2026-07-31,PH-005,PRD-00648,76,77,1,26.29,0,Minor Variance
SNP-00001452,2026-07-31,PH-005,PRD-00544,55,55,0,0.0,0,Matched
SNP-00001453,2026-07-31,PH-005,PRD-00056,36,36,0,0.0,0,Matched
SNP-00001454,2026-07-31,PH-005,PRD-00088,66,64,-2,-55.04,0,Minor Variance
SNP-00001455,2026-07-31,PH-005,PRD-00149,38,40,2,64.38,0,Minor Variance
SNP-00001456,2026-07-31,PH-005,PRD-00375,30,30,0,0.0,0,Matched
SNP-00001457,2026-07-31,PH-005,PRD-00019,45,45,0,0.0,0,Matched
SNP-00001458,2026-07-31,PH-005,PRD-00700,49,38,-11,-187.33,0,Major Variance
SNP-00001459,2026-07-31,PH-005,PRD-00652,20,22,2,29.48,0,Minor Variance
SNP-00001460,2026-07-31,PH-005,PRD-00465,38,41,3,23.49,0,Minor Variance
SNP-00001461,2026-07-31,PH-005,PRD-00192,34,37,3,94.2,0,Minor Variance
SNP-00001462,2026-07-31,PH-005,PRD-00572,84,69,-15,-502.65,0,Major Variance
SNP-00001463,2026-07-31,PH-005,PRD-00253,22,22,0,0.0,0,Matched
SNP-00001464,2026-07-31,PH-005,PRD-00582,1,0,-1,-1.11,0,Out of Stock
SNP-00001465,2026-07-31,PH-005,PRD-00286,4,3,-1,-15.17,0,Minor Variance
SNP-00001466,2026-07-31,PH-005,PRD-00547,98,100,2,15.22,0,Minor Variance
SNP-00001467,2026-07-31,PH-005,PRD-00780,48,51,3,62.22,0,Minor Variance
SNP-00001468,2026-07-31,PH-005,PRD-00181,2,0,-2,-26.3,0,Out of Stock
SNP-00001469,2026-07-31,PH-005,PRD-00509,38,33,-5,-32.65,0,Major Variance
SNP-00001470,2026-07-31,PH-005,PRD-00752,0,0,0,0.0,0,Out of Stock
SNP-00001471,2026-07-31,PH-005,PRD-00735,13,14,1,34.77,0,Minor Variance
SNP-00001472,2026-07-31,PH-005,PRD-00092,64,63,-1,-13.03,0,Minor Variance
SNP-00001473,2026-07-31,PH-005,PRD-00785,47,45,-2,-17.84,0,Minor Variance
SNP-00001474,2026-07-31,PH-005,PRD-00746,96,93,-3,-2.58,0,Minor Variance
SNP-00001475,2026-07-31,PH-005,PRD-00607,86,88,2,34.74,0,Minor Variance
SNP-00001476,2026-07-31,PH-005,PRD-00457,19,17,-2,-68.18,0,Minor Variance
SNP-00001477,2026-07-31,PH-005,PRD-00359,69,67,-2,-68.12,0,Minor Variance
SNP-00001478,2026-07-31,PH-005,PRD-00719,17,16,-1,-4.63,0,Minor Variance
SNP-00001479,2026-07-31,PH-005,PRD-00354,33,34,1,33.43,0,Minor Variance
SNP-00001480,2026-07-31,PH-005,PRD-00047,60,59,-1,-24.4,0,Minor Variance
SNP-00001481,2026-07-31,PH-005,PRD-00288,8,6,-2,-24.42,0,Minor Variance
SNP-00001482,2026-07-31,PH-005,PRD-00559,63,61,-2,-28.76,0,Minor Variance
SNP-00001483,2026-07-31,PH-005,PRD-00480,51,53,2,48.32,0,Minor Variance
SNP-00001484,2026-07-31,PH-005,PRD-00350,93,91,-2,-12.94,0,Minor Variance
SNP-00001485,2026-07-31,PH-005,PRD-00424,55,57,2,2.0,0,Minor Variance
SNP-00001486,2026-07-31,PH-005,PRD-00329,47,44,-3,-39.27,0,Minor Variance
SNP-00001487,2026-07-31,PH-005,PRD-00074,14,15,1,12.67,0,Minor Variance
SNP-00001488,2026-07-31,PH-005,PRD-00686,29,32,3,40.71,0,Minor Variance
SNP-00001489,2026-07-31,PH-005,PRD-00003,47,50,3,62.28,0,Minor Variance
SNP-00001490,2026-07-31,PH-005,PRD-00032,93,91,-2,-37.88,0,Minor Variance
SNP-00001491,2026-07-31,PH-005,PRD-00776,11,0,-11,-352.55,0,Out of Stock
SNP-00001492,2026-07-31,PH-005,PRD-00725,50,52,2,36.14,0,Minor Variance
SNP-00001493,2026-07-31,PH-005,PRD-00558,56,55,-1,-22.01,0,Minor Variance
SNP-00001494,2026-07-31,PH-005,PRD-00233,66,69,3,67.89,0,Minor Variance
SNP-00001495,2026-07-31,PH-005,PRD-00470,13,13,0,0.0,0,Matched
SNP-00001496,2026-07-31,PH-005,PRD-00157,23,3,-20,-210.2,0,Major Variance
SNP-00001497,2026-07-31,PH-005,PRD-00703,47,48,1,3.01,0,Minor Variance
