transaction_item_id,transaction_id,product_id,quantity,unit_price,unit_cost,discount_amount,tax_amount,line_total,override_applied,override_employee_id,department
LI-00000269,TXN-0000063,PRD-00729,1,36.87,25.62,0,3.04,36.87,False,,Grocery
LI-00000270,TXN-0000064,PRD-00023,1,5.93,3.15,0,0.49,5.93,False,,Medical Supplies
LI-00000271,TXN-0000064,PRD-00102,1,73.13,32.06,18.28,4.53,54.85,True,EMP-0023,Household
LI-00000272,TXN-0000064,PRD-00656,1,39.51,29.08,0,3.26,39.51,False,,Beverages
LI-00000273,TXN-0000064,PRD-00688,1,65.64,28.91,0,5.42,65.64,False,,Beauty
LI-00000274,TXN-0000065,PRD-00483,1,20.18,11.46,0,1.66,20.18,False,,Grocery
LI-00000275,TXN-0000065,PRD-00625,1,56.6,23.82,2.83,4.44,53.77,False,,Beverages
LI-00000276,TXN-0000065,PRD-00658,1,27.11,16.55,1.36,2.12,25.75,False,,Snacks
LI-00000277,TXN-0000065,PRD-00421,1,16.22,9.97,0,1.34,16.22,False,,Medical Supplies
LI-00000278,TXN-0000065,PRD-00504,1,49.8,31.7,4.98,3.7,44.82,False,,Beauty
LI-00000279,TXN-0000065,PRD-00679,1,46.75,25.56,0,3.86,46.75,False,,Vitamins & Supplements
LI-00000280,TXN-0000066,PRD-00705,1,6.78,4.09,0,0.56,6.78,False,,Vitamins & Supplements
LI-00000281,TXN-0000066,PRD-00536,1,16.08,7.79,0,1.33,16.08,False,,Beverages
LI-00000282,TXN-0000066,PRD-00413,1,33.36,15.93,0,2.75,33.36,False,,First Aid
LI-00000283,TXN-0000066,PRD-00710,3,20.61,14.59,0,5.1,61.83,False,,Vitamins & Supplements
LI-00000284,TXN-0000066,PRD-00687,1,9.45,6.03,0,0.78,9.45,False,,Snacks
LI-00000285,TXN-0000067,PRD-00240,2,6.94,2.93,0,1.15,13.88,False,,OTC Medication
LI-00000286,TXN-0000067,PRD-00502,2,72.16,31.13,0,11.91,144.32,False,,Beauty
LI-00000287,TXN-0000067,PRD-00330,1,51.16,25.62,0,4.22,51.16,False,,OTC Medication
LI-00000288,TXN-0000067,PRD-00048,1,20.77,12.64,0,1.71,20.77,False,,Medical Supplies
LI-00000289,TXN-0000067,PRD-00769,1,8.11,4.11,0,0.67,8.11,False,,First Aid
LI-00000290,TXN-0000067,PRD-00415,4,5.82,3.0,0,1.92,23.28,False,,Household
LI-00000291,TXN-0000067,PRD-00111,1,23.69,10.2,0,1.95,23.69,False,,Medical Supplies
LI-00000292,TXN-0000068,PRD-00308,3,63.04,28.17,0,15.6,189.12,False,,Seasonal
LI-00000293,TXN-0000068,PRD-00669,1,21.75,15.03,0,1.79,21.75,False,,Household
LI-00000294,TXN-0000068,PRD-00697,1,8.1,3.93,1.62,0.53,6.48,False,,Vitamins & Supplements
LI-00000295,TXN-0000068,PRD-00043,1,5.8,2.53,0,0.48,5.8,False,,Snacks
LI-00000296,TXN-0000068,PRD-00588,4,1.92,1.41,0,0.63,7.68,False,,Beauty
LI-00000297,TXN-0000068,PRD-00071,1,46.51,21.23,0,3.84,46.51,False,,Beverages
LI-00000298,TXN-0000068,PRD-00240,1,6.94,2.93,0,0.57,6.94,False,,OTC Medication
LI-00000299,TXN-0000069,PRD-00092,1,21.44,13.03,0,1.77,21.44,False,,OTC Medication
LI-00000300,TXN-0000070,PRD-00783,1,34.42,22.0,0,2.84,34.42,False,,Seasonal
LI-00000301,TXN-0000070,PRD-00607,1,24.21,17.37,0,2.0,24.21,False,,Personal Care
LI-00000302,TXN-0000071,PRD-00550,3,65.05,28.25,0,16.1,195.15,False,,Beverages
LI-00000303,TXN-0000071,PRD-00625,1,56.6,23.82,0,4.67,56.6,False,,Beverages
LI-00000304,TXN-0000071,PRD-00121,1,20.59,12.36,0,1.7,20.59,False,,Grocery
LI-00000305,TXN-0000071,PRD-00695,2,3.98,2.48,0,0.66,7.96,False,,Personal Care
LI-00000306,TXN-0000071,PRD-00165,1,35.39,21.6,0,2.92,35.39,False,,First Aid
LI-00000307,TXN-0000071,PRD-00077,1,11.37,7.17,0,0.94,11.37,False,,Medical Supplies
LI-00000308,TXN-0000072,PRD-00481,3,9.19,4.26,0,2.27,27.57,False,,First Aid
LI-00000309,TXN-0000072,PRD-00508,1,22.54,12.0,0,1.86,22.54,False,,First Aid
LI-00000310,TXN-0000073,PRD-00266,2,30.9,18.98,0,5.1,61.8,False,,Medical Supplies
LI-00000311,TXN-0000073,PRD-00313,1,50.14,29.52,0,4.14,50.14,False,,Grocery
LI-00000312,TXN-0000073,PRD-00006,4,37.66,25.28,0,12.43,150.64,False,,Household
LI-00000313,TXN-0000073,PRD-00137,1,54.07,30.28,0,4.46,54.07,False,,Grocery
LI-00000314,TXN-0000073,PRD-00696,1,23.84,11.45,0,1.97,23.84,False,,Personal Care
LI-00000315,TXN-0000074,PRD-00603,1,50.45,28.82,0,4.16,50.45,False,,Vitamins & Supplements
LI-00000316,TXN-0000075,PRD-00160,1,45.58,29.9,0,3.76,45.58,False,,Household
LI-00000317,TXN-0000076,PRD-00262,1,43.62,26.08,0,3.6,43.62,False,,Beauty
LI-00000318,TXN-0000076,PRD-00121,1,20.59,12.36,0,1.7,20.59,False,,Grocery
LI-00000319,TXN-0000076,PRD-00428,1,49.13,20.72,0,4.05,49.13,False,,Grocery
LI-00000320,TXN-0000076,PRD-00043,1,5.8,2.53,0,0.48,5.8,False,,Snacks
LI-00000321,TXN-0000076,PRD-00154,1,7.19,3.39,0,0.59,7.19,False,,First Aid
LI-00000322,TXN-0000076,PRD-00798,1,3.01,1.94,0,0.25,3.01,False,,Personal Care
LI-00000323,TXN-0000077,PRD-00555,1,47.46,31.38,0,3.92,47.46,False,,Snacks
LI-00000324,TXN-0000077,PRD-00615,3,44.28,26.92,0,10.96,132.84,False,,Household
LI-00000325,TXN-0000077,PRD-00059,1,17.28,10.9,0,1.43,17.28,False,,Beauty
LI-00000326,TXN-0000077,PRD-00446,1,35.47,23.44,0,2.93,35.47,False,,Beauty
LI-00000327,TXN-0000077,PRD-00470,4,4.33,2.34,0,1.43,17.32,False,,First Aid
LI-00000328,TXN-0000077,PRD-00093,1,7.46,3.45,1.49,0.49,5.97,False,,Seasonal
LI-00000329,TXN-0000078,PRD-00202,1,28.24,20.73,4.24,1.98,24.0,False,,Beverages
LI-00000330,TXN-0000078,PRD-00612,1,58.69,33.2,5.87,4.36,52.82,False,,First Aid
LI-00000331,TXN-0000079,PRD-00022,1,18.35,9.47,0,1.51,18.35,False,,Vitamins & Supplements
LI-00000332,TXN-0000079,PRD-00236,4,9.63,4.59,0,3.18,38.52,False,,Beverages
LI-00000333,TXN-0000079,PRD-00493,1,20.37,10.9,0,1.68,20.37,False,,Household
LI-00000334,TXN-0000079,PRD-00431,1,12.36,8.36,0,1.02,12.36,False,,Medical Supplies
LI-00000335,TXN-0000079,PRD-00598,1,34.13,17.87,0,2.82,34.13,False,,Household
LI-00000336,TXN-0000080,PRD-00009,1,35.63,18.87,0,2.94,35.63,False,,Snacks
LI-00000337,TXN-0000080,PRD-00459,1,44.54,24.32,0,3.67,44.54,False,,Medical Supplies
LI-00000338,TXN-0000080,PRD-00209,1,36.77,18.98,0,3.03,36.77,False,,Seasonal
LI-00000339,TXN-0000080,PRD-00754,2,4.47,2.32,0,0.74,8.94,False,,Medical Supplies
LI-00000340,TXN-0000080,PRD-00612,3,58.69,33.2,0,14.53,176.07,False,,First Aid
LI-00000341,TXN-0000080,PRD-00258,1,35.44,22.97,0,2.92,35.44,False,,Beauty
LI-00000342,TXN-0000081,PRD-00510,1,56.16,25.85,0,4.63,56.16,False,,Beauty
LI-00000343,TXN-0000081,PRD-00028,1,35.2,23.79,0,2.9,35.2,False,,Beauty
LI-00000344,TXN-0000081,PRD-00355,1,26.09,16.39,0,2.15,26.09,False,,Beauty
LI-00000345,TXN-0000081,PRD-00189,3,44.01,25.37,0,10.89,132.03,False,,Vitamins & Supplements
LI-00000346,TXN-0000081,PRD-00287,1,10.42,7.45,0,0.86,10.42,False,,First Aid
LI-00000347,TXN-0000082,PRD-00451,3,13.36,9.8,0,3.31,40.08,False,,Medical Supplies
LI-00000348,TXN-0000082,PRD-00733,3,68.97,32.19,0,17.07,206.91,False,,Vitamins & Supplements
LI-00000349,TXN-0000082,PRD-00525,1,3.98,2.23,0,0.33,3.98,False,,Medical Supplies
LI-00000350,TXN-0000082,PRD-00263,1,39.05,17.47,0,3.22,39.05,False,,Personal Care
LI-00000351,TXN-0000082,PRD-00603,4,50.45,28.82,30.27,14.15,171.53,False,,Vitamins & Supplements
LI-00000352,TXN-0000082,PRD-00442,1,19.84,8.43,0,1.64,19.84,False,,Personal Care
LI-00000353,TXN-0000083,PRD-00184,1,14.64,9.72,2.2,1.03,12.44,False,,Beverages
LI-00000354,TXN-0000083,PRD-00479,1,25.15,18.65,0,2.07,25.15,False,,Medical Supplies
LI-00000355,TXN-0000083,PRD-00310,2,25.86,15.24,0,4.27,51.72,False,,Grocery
LI-00000356,TXN-0000083,PRD-00039,1,17.13,10.1,0,1.41,17.13,False,,Seasonal
LI-00000357,TXN-0000084,PRD-00365,1,21.59,11.17,0,1.78,21.59,False,,Vitamins & Supplements
LI-00000358,TXN-0000084,PRD-00625,1,56.6,23.82,0,4.67,56.6,False,,Beverages
LI-00000359,TXN-0000084,PRD-00091,1,50.76,30.64,0,4.19,50.76,False,,Grocery
LI-00000360,TXN-0000085,PRD-00492,4,24.43,13.97,0,8.06,97.72,False,,OTC Medication
LI-00000361,TXN-0000085,PRD-00748,1,40.96,26.8,0,3.38,40.96,False,,Beverages
LI-00000362,TXN-0000085,PRD-00706,1,43.47,27.17,0,3.59,43.47,False,,Vitamins & Supplements
LI-00000363,TXN-0000085,PRD-00416,1,44.93,30.72,0,3.71,44.93,False,,Seasonal
LI-00000364,TXN-0000085,PRD-00528,1,38.01,22.1,0,3.14,38.01,False,,Grocery
LI-00000365,TXN-0000085,PRD-00788,1,25.31,13.36,0,2.09,25.31,False,,Medical Supplies
LI-00000366,TXN-0000086,PRD-00751,4,38.95,22.79,0,12.85,155.8,False,,Snacks
LI-00000367,TXN-0000086,PRD-00415,1,5.82,3.0,0,0.48,5.82,False,,Household
LI-00000368,TXN-0000086,PRD-00167,1,39.87,20.45,1.99,3.13,37.88,False,,Seasonal
LI-00000369,TXN-0000086,PRD-00075,1,24.24,10.62,3.64,1.7,20.6,False,,Household
LI-00000370,TXN-0000087,PRD-00529,1,19.53,13.95,0,1.61,19.53,False,,Snacks
LI-00000371,TXN-0000087,PRD-00231,1,17.6,8.82,0,1.45,17.6,False,,First Aid
LI-00000372,TXN-0000087,PRD-00032,1,33.49,18.94,0,2.76,33.49,False,,Snacks
LI-00000373,TXN-0000087,PRD-00586,1,54.21,28.41,5.42,4.03,48.79,False,,Grocery
LI-00000374,TXN-0000087,PRD-00624,1,29.02,18.71,0,2.39,29.02,False,,Medical Supplies
LI-00000375,TXN-0000088,PRD-00402,1,11.4,5.93,0,0.94,11.4,False,,First Aid
LI-00000376,TXN-0000089,PRD-00104,2,2.15,1.23,0,0.35,4.3,False,,Beverages
LI-00000377,TXN-0000089,PRD-00630,2,19.68,12.68,0,3.25,39.36,False,,Medical Supplies
LI-00000378,TXN-0000089,PRD-00675,1,46.08,31.02,4.61,3.42,41.47,False,,Beverages
LI-00000379,TXN-0000089,PRD-00105,1,6.63,4.46,0,0.55,6.63,False,,Seasonal
LI-00000380,TXN-0000090,PRD-00137,1,54.07,30.28,0,4.46,54.07,False,,Grocery
LI-00000381,TXN-0000090,PRD-00138,1,48.81,33.84,0,4.03,48.81,False,,Beauty
LI-00000382,TXN-0000090,PRD-00175,1,57.63,26.21,0,4.75,57.63,False,,Vitamins & Supplements
LI-00000383,TXN-0000090,PRD-00032,1,33.49,18.94,0,2.76,33.49,False,,Snacks
LI-00000384,TXN-0000090,PRD-00191,1,50.48,29.23,0,4.16,50.48,False,,Personal Care
LI-00000385,TXN-0000090,PRD-00705,1,6.78,4.09,0,0.56,6.78,False,,Vitamins & Supplements
LI-00000386,TXN-0000091,PRD-00365,1,21.59,11.17,4.32,1.42,17.27,False,,Vitamins & Supplements
LI-00000387,TXN-0000091,PRD-00443,1,51.39,25.11,0,4.24,51.39,False,,Seasonal
LI-00000388,TXN-0000091,PRD-00639,4,5.49,3.76,0,1.81,21.96,False,,Household
LI-00000389,TXN-0000091,PRD-00787,2,30.2,17.4,6.04,4.48,54.36,False,,Vitamins & Supplements
LI-00000390,TXN-0000091,PRD-00235,2,57.59,26.6,0,9.5,115.18,False,,Beverages
LI-00000391,TXN-0000091,PRD-00112,1,12.83,9.09,0,1.06,12.83,False,,Medical Supplies
LI-00000392,TXN-0000092,PRD-00307,1,38.99,21.69,0,3.22,38.99,False,,Beverages
LI-00000393,TXN-0000092,PRD-00297,1,6.1,4.13,0,0.5,6.1,False,,Household
LI-00000394,TXN-0000092,PRD-00673,1,43.8,21.46,0,3.61,43.8,False,,Vitamins & Supplements
LI-00000395,TXN-0000092,PRD-00416,1,44.93,30.72,0,3.71,44.93,False,,Seasonal
LI-00000396,TXN-0000092,PRD-00491,1,18.79,12.6,0,1.55,18.79,False,,Snacks
LI-00000397,TXN-0000093,PRD-00760,1,1.4,0.97,0,0.12,1.4,False,,Personal Care
LI-00000398,TXN-0000093,PRD-00068,4,43.22,20.95,0,14.26,172.88,False,,Vitamins & Supplements
LI-00000399,TXN-0000093,PRD-00360,1,32.69,16.45,0,2.7,32.69,False,,First Aid
LI-00000400,TXN-0000093,PRD-00779,1,31.84,22.93,0,2.63,31.84,False,,Personal Care
LI-00000401,TXN-0000094,PRD-00247,1,3.75,2.27,0.56,0.26,3.19,False,,Seasonal
LI-00000402,TXN-0000094,PRD-00779,1,31.84,22.93,6.37,2.1,25.47,False,,Personal Care
LI-00000403,TXN-0000094,PRD-00526,1,13.9,9.6,0,1.15,13.9,False,,OTC Medication
LI-00000404,TXN-0000094,PRD-00072,1,52.45,29.38,0,4.33,52.45,False,,OTC Medication
LI-00000405,TXN-0000095,PRD-00709,1,53.18,27.96,26.59,2.19,26.59,True,EMP-0046,Medical Supplies
LI-00000406,TXN-0000095,PRD-00739,1,37.95,16.74,0,3.13,37.95,False,,Vitamins & Supplements
LI-00000407,TXN-0000095,PRD-00198,1,48.33,34.16,0,3.99,48.33,False,,Household
LI-00000408,TXN-0000095,PRD-00275,1,42.92,20.16,0,3.54,42.92,False,,Beauty
LI-00000409,TXN-0000096,PRD-00029,4,41.12,29.85,0,13.57,164.48,False,,OTC Medication
LI-00000410,TXN-0000096,PRD-00243,1,56.04,34.76,0,4.62,56.04,False,,Personal Care
LI-00000411,TXN-0000097,PRD-00593,1,21.86,9.22,0,1.8,21.86,False,,Vitamins & Supplements
LI-00000412,TXN-0000097,PRD-00354,1,45.97,33.43,0,3.79,45.97,False,,Personal Care
LI-00000413,TXN-0000097,PRD-00466,1,48.97,27.03,0,4.04,48.97,False,,First Aid
LI-00000414,TXN-0000098,PRD-00451,1,13.36,9.8,0,1.1,13.36,False,,Medical Supplies
LI-00000415,TXN-0000098,PRD-00046,1,2.52,1.63,0,0.21,2.52,False,,Personal Care
LI-00000416,TXN-0000098,PRD-00144,1,5.12,3.09,0,0.42,5.12,False,,Medical Supplies
LI-00000417,TXN-0000098,PRD-00294,1,42.79,19.05,0,3.53,42.79,False,,Seasonal
LI-00000418,TXN-0000098,PRD-00406,1,57.07,34.6,0,4.71,57.07,False,,Personal Care
LI-00000419,TXN-0000098,PRD-00586,1,54.21,28.41,0,4.47,54.21,False,,Grocery
LI-00000420,TXN-0000099,PRD-00304,2,51.53,31.0,0,8.5,103.06,False,,Grocery
LI-00000421,TXN-0000099,PRD-00429,1,38.49,18.13,0,3.18,38.49,False,,Medical Supplies
LI-00000422,TXN-0000099,PRD-00399,2,10.1,6.6,0,1.67,20.2,False,,First Aid
LI-00000423,TXN-0000100,PRD-00383,1,46.59,20.84,0,3.84,46.59,False,,Household
LI-00000424,TXN-0000100,PRD-00644,4,23.74,15.36,0,7.83,94.96,False,,Grocery
LI-00000425,TXN-0000100,PRD-00402,4,11.4,5.93,0,3.76,45.6,False,,First Aid
LI-00000426,TXN-0000100,PRD-00763,1,1.35,0.91,0,0.11,1.35,False,,Medical Supplies
LI-00000427,TXN-0000100,PRD-00463,1,46.82,28.19,0,3.86,46.82,False,,First Aid
LI-00000428,TXN-0000100,PRD-00483,1,20.18,11.46,0,1.66,20.18,False,,Grocery
LI-00000429,TXN-0000100,PRD-00035,3,43.32,31.34,0,10.72,129.96,False,,First Aid
LI-00000430,TXN-0000101,PRD-00216,1,10.98,7.34,0,0.91,10.98,False,,Household
LI-00000431,TXN-0000101,PRD-00464,1,2.2,1.36,0,0.18,2.2,False,,Vitamins & Supplements
LI-00000432,TXN-0000101,PRD-00783,1,34.42,22.0,0,2.84,34.42,False,,Seasonal
LI-00000433,TXN-0000101,PRD-00293,1,45.35,23.31,0,3.74,45.35,False,,Personal Care
LI-00000434,TXN-0000101,PRD-00024,1,34.19,18.12,0,2.82,34.19,False,,Medical Supplies
LI-00000435,TXN-0000102,PRD-00653,4,15.66,6.81,0,5.17,62.64,False,,First Aid
LI-00000436,TXN-0000102,PRD-00374,3,16.55,7.58,7.45,3.48,42.2,False,,Beauty
LI-00000437,TXN-0000102,PRD-00333,1,7.87,3.81,1.57,0.52,6.3,False,,Snacks
LI-00000438,TXN-0000102,PRD-00162,1,26.69,17.94,0,2.2,26.69,False,,OTC Medication
LI-00000439,TXN-0000102,PRD-00102,4,73.13,32.06,0,24.13,292.52,False,,Household
LI-00000440,TXN-0000103,PRD-00628,1,32.65,17.46,0,2.69,32.65,False,,Personal Care
LI-00000441,TXN-0000103,PRD-00258,1,35.44,22.97,1.77,2.78,33.67,False,,Beauty
LI-00000442,TXN-0000103,PRD-00188,1,27.62,13.39,0,2.28,27.62,False,,OTC Medication
LI-00000443,TXN-0000103,PRD-00480,1,34.43,24.16,0,2.84,34.43,False,,First Aid
LI-00000444,TXN-0000103,PRD-00314,1,12.91,8.45,0,1.07,12.91,False,,First Aid
LI-00000445,TXN-0000103,PRD-00587,1,10.7,7.0,1.6,0.75,9.1,False,,Beauty
LI-00000446,TXN-0000104,PRD-00357,1,2.75,1.57,0,0.23,2.75,False,,First Aid
LI-00000447,TXN-0000104,PRD-00399,2,10.1,6.6,0,1.67,20.2,False,,First Aid
LI-00000448,TXN-0000105,PRD-00162,1,26.69,17.94,0,2.2,26.69,False,,OTC Medication
LI-00000449,TXN-0000105,PRD-00468,1,3.33,2.32,0,0.27,3.33,False,,Beverages
LI-00000450,TXN-0000105,PRD-00370,4,22.53,15.94,0,7.43,90.12,False,,OTC Medication
LI-00000451,TXN-0000105,PRD-00428,3,49.13,20.72,0,12.16,147.39,False,,Grocery
LI-00000452,TXN-0000105,PRD-00309,1,7.59,4.76,0,0.63,7.59,False,,Household
LI-00000453,TXN-0000106,PRD-00290,4,18.11,11.91,0,5.98,72.44,False,,Beauty
LI-00000454,TXN-0000106,PRD-00287,1,10.42,7.45,0,0.86,10.42,False,,First Aid
LI-00000455,TXN-0000106,PRD-00431,1,12.36,8.36,0,1.02,12.36,False,,Medical Supplies
LI-00000456,TXN-0000106,PRD-00738,1,6.74,3.71,0,0.56,6.74,False,,Seasonal
LI-00000457,TXN-0000106,PRD-00098,1,39.32,17.76,0,3.24,39.32,False,,OTC Medication
LI-00000458,TXN-0000107,PRD-00563,1,22.69,13.28,1.13,1.78,21.56,False,,Beauty
LI-00000459,TXN-0000108,PRD-00038,1,56.71,26.56,0,4.68,56.71,False,,Snacks
LI-00000460,TXN-0000108,PRD-00627,1,15.75,9.74,0,1.3,15.75,False,,Seasonal
LI-00000461,TXN-0000108,PRD-00189,1,44.01,25.37,8.8,2.9,35.21,False,,Vitamins & Supplements
LI-00000462,TXN-0000109,PRD-00757,4,30.21,19.45,6.04,9.47,114.8,False,,Household
LI-00000463,TXN-0000109,PRD-00605,3,48.56,24.15,7.28,11.42,138.4,False,,Medical Supplies
LI-00000464,TXN-0000109,PRD-00157,1,20.9,10.51,0,1.72,20.9,False,,Household
LI-00000465,TXN-0000110,PRD-00566,1,42.38,17.86,8.48,2.8,33.9,False,,Snacks
LI-00000466,TXN-0000110,PRD-00798,1,3.01,1.94,0,0.25,3.01,False,,Personal Care
LI-00000467,TXN-0000110,PRD-00043,1,5.8,2.53,0,0.48,5.8,False,,Snacks
LI-00000468,TXN-0000110,PRD-00648,3,54.9,26.29,0,13.59,164.7,False,,Grocery
LI-00000469,TXN-0000110,PRD-00588,1,1.92,1.41,0,0.16,1.92,False,,Beauty
LI-00000470,TXN-0000110,PRD-00265,1,28.83,18.07,0,2.38,28.83,False,,Vitamins & Supplements
LI-00000471,TXN-0000110,PRD-00308,1,63.04,28.17,0,5.2,63.04,False,,Seasonal
LI-00000472,TXN-0000110,PRD-00577,1,7.89,4.31,0,0.65,7.89,False,,OTC Medication
LI-00000473,TXN-0000111,PRD-00448,1,53.93,34.08,0,4.45,53.93,False,,Seasonal
LI-00000474,TXN-0000111,PRD-00697,3,8.1,3.93,0,2.0,24.3,False,,Vitamins & Supplements
LI-00000475,TXN-0000111,PRD-00255,1,50.91,28.31,0,4.2,50.91,False,,Grocery
LI-00000476,TXN-0000111,PRD-00071,3,46.51,21.23,0,11.51,139.53,False,,Beverages
LI-00000477,TXN-0000111,PRD-00245,1,23.12,10.19,4.62,1.53,18.5,False,,First Aid
LI-00000478,TXN-0000111,PRD-00148,1,9.97,6.66,0,0.82,9.97,False,,Household
LI-00000479,TXN-0000111,PRD-00440,1,15.42,11.23,0,1.27,15.42,False,,Vitamins & Supplements
LI-00000480,TXN-0000112,PRD-00075,1,24.24,10.62,0,2.0,24.24,False,,Household
LI-00000481,TXN-0000112,PRD-00406,1,57.07,34.6,0,4.71,57.07,False,,Personal Care
LI-00000482,TXN-0000112,PRD-00238,1,8.6,5.27,0,0.71,8.6,False,,Vitamins & Supplements
LI-00000483,TXN-0000112,PRD-00451,1,13.36,9.8,1.34,0.99,12.02,False,,Medical Supplies
LI-00000484,TXN-0000112,PRD-00460,1,32.41,22.72,0,2.67,32.41,False,,Snacks
LI-00000485,TXN-0000112,PRD-00683,1,51.65,33.96,0,4.26,51.65,False,,First Aid
LI-00000486,TXN-0000112,PRD-00237,1,30.22,15.88,0,2.49,30.22,False,,Personal Care
LI-00000487,TXN-0000112,PRD-00222,2,29.05,14.91,0,4.79,58.1,False,,First Aid
LI-00000488,TXN-0000112,PRD-00160,1,45.58,29.9,0,3.76,45.58,False,,Household
LI-00000489,TXN-0000113,PRD-00712,1,38.55,20.96,0,3.18,38.55,False,,OTC Medication
LI-00000490,TXN-0000113,PRD-00613,1,40.73,24.81,0,3.36,40.73,False,,Medical Supplies
LI-00000491,TXN-0000113,PRD-00587,1,10.7,7.0,0,0.88,10.7,False,,Beauty
LI-00000492,TXN-0000113,PRD-00239,1,29.78,14.31,4.47,2.09,25.31,False,,Medical Supplies
LI-00000493,TXN-0000113,PRD-00609,1,68.47,32.55,13.69,4.52,54.78,False,,OTC Medication
LI-00000494,TXN-0000114,PRD-00114,1,13.47,9.33,0,1.11,13.47,False,,Beauty
LI-00000495,TXN-0000114,PRD-00416,1,44.93,30.72,0,3.71,44.93,False,,Seasonal
LI-00000496,TXN-0000114,PRD-00557,1,6.71,4.86,0,0.55,6.71,False,,Seasonal
LI-00000497,TXN-0000114,PRD-00754,1,4.47,2.32,0,0.37,4.47,False,,Medical Supplies
LI-00000498,TXN-0000114,PRD-00788,1,25.31,13.36,0,2.09,25.31,False,,Medical Supplies
LI-00000499,TXN-0000115,PRD-00534,4,60.0,26.98,0,19.8,240.0,False,,Grocery
LI-00000500,TXN-0000116,PRD-00763,1,1.35,0.91,0.2,0.09,1.15,False,,Medical Supplies
LI-00000501,TXN-0000116,PRD-00477,1,64.17,34.36,0,5.29,64.17,False,,Medical Supplies
LI-00000502,TXN-0000116,PRD-00392,1,28.56,13.61,0,2.36,28.56,False,,Snacks
LI-00000503,TXN-0000116,PRD-00411,1,17.64,8.89,0,1.46,17.64,False,,OTC Medication
LI-00000504,TXN-0000116,PRD-00097,1,53.25,34.75,0,4.39,53.25,False,,Grocery
LI-00000505,TXN-0000116,PRD-00770,1,4.31,2.61,0,0.36,4.31,False,,Vitamins & Supplements
LI-00000506,TXN-0000117,PRD-00535,1,51.16,25.04,0,4.22,51.16,False,,Grocery
LI-00000507,TXN-0000117,PRD-00431,1,12.36,8.36,0,1.02,12.36,False,,Medical Supplies
LI-00000508,TXN-0000117,PRD-00194,1,39.17,29.01,0,3.23,39.17,False,,Personal Care
LI-00000509,TXN-0000117,PRD-00177,1,16.24,11.75,0,1.34,16.24,False,,Seasonal
LI-00000510,TXN-0000118,PRD-00496,1,10.06,6.02,0,0.83,10.06,False,,Medical Supplies
LI-00000511,TXN-0000118,PRD-00751,1,38.95,22.79,0,3.21,38.95,False,,Snacks
LI-00000512,TXN-0000118,PRD-00741,1,9.41,6.84,0,0.78,9.41,False,,Household
LI-00000513,TXN-0000118,PRD-00416,3,44.93,30.72,0,11.12,134.79,False,,Seasonal
LI-00000514,TXN-0000118,PRD-00227,1,32.98,19.36,6.6,2.18,26.38,False,,Household
LI-00000515,TXN-0000118,PRD-00090,1,16.77,8.79,0,1.38,16.77,False,,Beverages
LI-00000516,TXN-0000119,PRD-00114,1,13.47,9.33,2.69,0.89,10.78,False,,Beauty
LI-00000517,TXN-0000119,PRD-00661,2,54.23,24.44,0,8.95,108.46,False,,Snacks
LI-00000518,TXN-0000119,PRD-00146,2,37.43,21.81,0,6.18,74.86,False,,Beauty
LI-00000519,TXN-0000120,PRD-00716,1,35.19,21.45,0,2.9,35.19,False,,Medical Supplies
LI-00000520,TXN-0000120,PRD-00315,1,17.4,9.93,0,1.44,17.4,False,,Beverages
LI-00000521,TXN-0000120,PRD-00109,1,33.78,14.73,0,2.79,33.78,False,,Grocery
LI-00000522,TXN-0000120,PRD-00550,1,65.05,28.25,0,5.37,65.05,False,,Beverages
LI-00000523,TXN-0000120,PRD-00492,1,24.43,13.97,0,2.02,24.43,False,,OTC Medication
LI-00000524,TXN-0000121,PRD-00264,1,3.22,2.41,0,0.27,3.22,False,,Beverages
LI-00000525,TXN-0000121,PRD-00615,1,44.28,26.92,0,3.65,44.28,False,,Household
LI-00000526,TXN-0000121,PRD-00502,1,72.16,31.13,0,5.95,72.16,False,,Beauty
LI-00000527,TXN-0000121,PRD-00626,4,39.48,27.68,0,13.03,157.92,False,,Vitamins & Supplements
LI-00000528,TXN-0000121,PRD-00070,4,25.86,16.8,0,8.53,103.44,False,,Beauty
LI-00000529,TXN-0000122,PRD-00454,1,33.48,14.48,0,2.76,33.48,False,,Household
LI-00000530,TXN-0000122,PRD-00581,1,39.69,19.23,0,3.27,39.69,False,,Beverages
LI-00000531,TXN-0000123,PRD-00251,1,22.63,14.73,0,1.87,22.63,False,,Beverages
LI-00000532,TXN-0000123,PRD-00339,1,20.84,13.97,3.13,1.46,17.71,False,,Beauty
LI-00000533,TXN-0000123,PRD-00262,1,43.62,26.08,0,3.6,43.62,False,,Beauty
LI-00000534,TXN-0000123,PRD-00406,1,57.07,34.6,8.56,4.0,48.51,False,,Personal Care
LI-00000535,TXN-0000123,PRD-00284,1,53.72,27.44,0,4.43,53.72,False,,OTC Medication
LI-00000536,TXN-0000123,PRD-00604,4,60.94,30.1,0,20.11,243.76,False,,Grocery
LI-00000537,TXN-0000124,PRD-00487,1,44.6,32.86,0,3.68,44.6,False,,OTC Medication
LI-00000538,TXN-0000124,PRD-00098,1,39.32,17.76,0,3.24,39.32,False,,OTC Medication
LI-00000539,TXN-0000124,PRD-00213,1,25.92,15.86,0,2.14,25.92,False,,OTC Medication
