adjustment_id,store_id,product_id,employee_id,approving_manager_id,adjustment_datetime,adjustment_type,quantity_before,adjustment_quantity,quantity_after,adjustment_value,reason,reference_document,flagged,flag_reason
ADJ-0000720,PH-003,PRD-00134,EMP-0046,EMP-0057,2026-07-21 16:00:00,Cycle Count,29,2,31,2.02,Cycle Count,,False,
ADJ-0000721,PH-003,PRD-00751,EMP-0059,EMP-0046,2026-07-30 14:00:00,Shrinkage,56,-3,53,-68.37,Shrinkage,,False,
ADJ-0000722,PH-003,PRD-00453,EMP-0065,EMP-0056,2026-07-19 20:00:00,Cycle Count,41,3,44,94.17,Cycle Count,,False,
ADJ-0000723,PH-003,PRD-00340,EMP-0056,EMP-0057,2026-07-18 19:00:00,Cycle Count,76,3,79,15.81,Cycle Count,,False,
ADJ-0000724,PH-003,PRD-00610,EMP-0057,EMP-0045,2026-07-06 15:00:00,Shrinkage,51,-2,49,-5.5,Shrinkage,,False,
ADJ-0000725,PH-003,PRD-00649,EMP-0063,EMP-0045,2026-07-18 14:00:00,Shrinkage,81,-3,78,-21.24,Shrinkage,,False,
ADJ-0000726,PH-003,PRD-00287,EMP-0050,EMP-0046,2026-07-16 15:00:00,Cycle Count,27,3,30,22.35,Cycle Count,,False,
ADJ-0000727,PH-003,PRD-00387,EMP-0046,EMP-0047,2026-07-30 09:00:00,Cycle Count,9,1,10,33.25,Cycle Count,,False,
ADJ-0000728,PH-003,PRD-00082,EMP-0053,EMP-0056,2026-07-13 08:00:00,Shrinkage,72,-2,70,-54.42,Shrinkage,,False,
ADJ-0000729,PH-003,PRD-00364,EMP-0051,EMP-0056,2026-07-22 17:00:00,Cycle Count,49,3,52,101.37,Cycle Count,,False,
ADJ-0000730,PH-003,PRD-00326,EMP-0064,EMP-0056,2026-07-25 21:00:00,Shrinkage,5,-1,4,-20.54,Shrinkage,,False,
ADJ-0000731,PH-003,PRD-00192,EMP-0054,EMP-0046,2026-07-25 08:00:00,Cycle Count,10,2,12,62.8,Cycle Count,,False,
ADJ-0000732,PH-003,PRD-00284,EMP-0046,EMP-0057,2026-07-10 20:00:00,Shrinkage,4,-1,3,-27.44,Shrinkage,,False,
ADJ-0000733,PH-003,PRD-00441,EMP-0063,EMP-0046,2026-07-18 08:00:00,Shrinkage,9,-1,8,-34.84,Shrinkage,,False,
ADJ-0000734,PH-003,PRD-00411,EMP-0053,EMP-0047,2026-07-26 09:00:00,Shrinkage,26,-3,23,-26.67,Shrinkage,,False,
ADJ-0000735,PH-003,PRD-00791,EMP-0060,EMP-0056,2026-07-07 09:00:00,Cycle Count,30,3,33,97.98,Cycle Count,,False,
ADJ-0000736,PH-003,PRD-00648,EMP-0060,EMP-0045,2026-07-20 12:00:00,Cycle Count,46,1,47,26.29,Cycle Count,,False,
ADJ-0000737,PH-003,PRD-00359,EMP-0050,EMP-0046,2026-07-05 12:00:00,Cycle Count,91,1,92,34.06,Cycle Count,,False,
ADJ-0000738,PH-003,PRD-00728,EMP-0065,EMP-0047,2026-07-14 12:00:00,Shrinkage,0,0,0,0.0,Shrinkage,,False,
ADJ-0000739,PH-003,PRD-00226,EMP-0066,EMP-0046,2026-07-10 21:00:00,Cycle Count,7,3,10,92.34,Cycle Count,,False,
ADJ-0000740,PH-003,PRD-00789,EMP-0062,EMP-0046,2026-07-31 21:00:00,Cycle Count,99,3,102,42.39,Cycle Count,,False,
ADJ-0000741,PH-003,PRD-00230,EMP-0045,EMP-0056,2026-07-17 18:00:00,Cycle Count,63,3,66,71.01,Cycle Count,,False,
ADJ-0000742,PH-003,PRD-00629,EMP-0063,EMP-0056,2026-07-06 21:00:00,Cycle Count,73,2,75,54.7,Cycle Count,,False,
ADJ-0000743,PH-003,PRD-00533,EMP-0052,EMP-0047,2026-07-11 08:00:00,Cycle Count,1,2,3,56.62,Cycle Count,,False,
ADJ-0000744,PH-003,PRD-00258,EMP-0060,EMP-0047,2026-07-31 08:00:00,Shrinkage,65,-3,62,-68.91,Shrinkage,,False,
ADJ-0000745,PH-003,PRD-00240,EMP-0065,EMP-0057,2026-07-07 08:00:00,Shrinkage,21,-1,20,-2.93,Shrinkage,,False,
ADJ-0000746,PH-003,PRD-00463,EMP-0065,EMP-0047,2026-07-25 09:00:00,Cycle Count,18,1,19,28.19,Cycle Count,,False,
ADJ-0000747,PH-003,PRD-00447,EMP-0055,EMP-0046,2026-07-28 17:00:00,Shrinkage,21,-1,20,-21.91,Shrinkage,,False,
ADJ-0000748,PH-003,PRD-00007,EMP-0054,EMP-0046,2026-07-01 14:00:00,Cycle Count,5,3,8,49.35,Cycle Count,,False,
ADJ-0000749,PH-003,PRD-00234,EMP-0064,EMP-0045,2026-07-27 17:00:00,Cycle Count,97,2,99,32.66,Cycle Count,,False,
ADJ-0000750,PH-003,PRD-00104,EMP-0058,EMP-0057,2026-07-05 08:00:00,Shrinkage,86,-3,83,-3.69,Shrinkage,,False,
ADJ-0000751,PH-003,PRD-00351,EMP-0064,EMP-0045,2026-07-22 16:00:00,Cycle Count,37,1,38,9.13,Cycle Count,,False,
ADJ-0000752,PH-003,PRD-00578,EMP-0059,EMP-0057,2026-07-14 16:00:00,Cycle Count,66,2,68,20.96,Cycle Count,,False,
ADJ-0000753,PH-003,PRD-00402,EMP-0052,EMP-0047,2026-07-08 17:00:00,Cycle Count,64,3,67,17.79,Cycle Count,,False,
ADJ-0000754,PH-003,PRD-00146,EMP-0055,EMP-0057,2026-07-03 11:00:00,Shrinkage,51,-3,48,-65.43,Shrinkage,,False,
ADJ-0000755,PH-003,PRD-00488,EMP-0049,EMP-0047,2026-07-07 15:00:00,Cycle Count,27,3,30,58.77,Cycle Count,,False,
ADJ-0000756,PH-003,PRD-00187,EMP-0050,EMP-0057,2026-07-11 12:00:00,Shrinkage,6,-1,5,-8.43,Shrinkage,,False,
ADJ-0000757,PH-003,PRD-00085,EMP-0053,EMP-0046,2026-07-31 10:00:00,Cycle Count,31,1,32,8.75,Cycle Count,,False,
ADJ-0000758,PH-003,PRD-00460,EMP-0059,EMP-0047,2026-07-31 20:00:00,Shrinkage,95,-3,92,-68.16,Shrinkage,,False,
ADJ-0000759,PH-003,PRD-00209,EMP-0066,EMP-0057,2026-07-06 12:00:00,Shrinkage,65,-2,63,-37.96,Shrinkage,,False,
ADJ-0000760,PH-003,PRD-00691,EMP-0048,EMP-0057,2026-07-30 21:00:00,Cycle Count,12,2,14,23.48,Cycle Count,,False,
ADJ-0000761,PH-003,PRD-00346,EMP-0046,EMP-0056,2026-07-12 11:00:00,Cycle Count,62,2,64,52.3,Cycle Count,,False,
ADJ-0000762,PH-003,PRD-00702,EMP-0048,EMP-0046,2026-07-08 17:00:00,Cycle Count,46,3,49,49.62,Cycle Count,,False,
ADJ-0000763,PH-003,PRD-00241,EMP-0055,EMP-0046,2026-07-28 20:00:00,Shrinkage,36,-1,35,-27.09,Shrinkage,,False,
ADJ-0000764,PH-003,PRD-00088,EMP-0049,EMP-0047,2026-07-11 12:00:00,Cycle Count,10,1,11,27.52,Cycle Count,,False,
ADJ-0000765,PH-003,PRD-00754,EMP-0046,EMP-0047,2026-07-06 20:00:00,Shrinkage,81,-3,78,-6.96,Shrinkage,,False,
ADJ-0000766,PH-003,PRD-00285,EMP-0054,EMP-0056,2026-07-29 08:00:00,Shrinkage,90,-2,88,-13.12,Shrinkage,,False,
ADJ-0000767,PH-003,PRD-00179,EMP-0054,EMP-0045,2026-07-08 13:00:00,Cycle Count,33,1,34,34.32,Cycle Count,,False,
ADJ-0000768,PH-003,PRD-00329,EMP-0051,EMP-0045,2026-07-18 18:00:00,Cycle Count,26,1,27,13.09,Cycle Count,,False,
ADJ-0000769,PH-003,PRD-00323,EMP-0066,EMP-0057,2026-07-12 15:00:00,Shrinkage,20,-2,18,-55.94,Shrinkage,,False,
ADJ-0000770,PH-003,PRD-00180,EMP-0060,EMP-0056,2026-07-15 13:00:00,Cycle Count,45,2,47,59.64,Cycle Count,,False,
ADJ-0000771,PH-003,PRD-00524,EMP-0055,EMP-0057,2026-07-29 21:00:00,Cycle Count,75,3,78,51.72,Cycle Count,,False,
ADJ-0000772,PH-003,PRD-00417,EMP-0065,EMP-0046,2026-07-07 18:00:00,Cycle Count,77,3,80,22.71,Cycle Count,,False,
ADJ-0000773,PH-003,PRD-00620,EMP-0057,EMP-0057,2026-07-11 16:00:00,Shrinkage,85,-3,82,-60.87,Shrinkage,,False,
ADJ-0000774,PH-003,PRD-00604,EMP-0055,EMP-0056,2026-07-20 12:00:00,Shrinkage,37,-1,36,-30.1,Shrinkage,,False,
ADJ-0000775,PH-003,PRD-00066,EMP-0045,EMP-0045,2026-07-29 14:00:00,Cycle Count,24,3,27,20.1,Cycle Count,,False,
ADJ-0000776,PH-003,PRD-00479,EMP-0052,EMP-0046,2026-07-15 12:00:00,Cycle Count,19,2,21,37.3,Cycle Count,,False,
ADJ-0000777,PH-003,PRD-00427,EMP-0051,EMP-0056,2026-07-09 19:00:00,Shrinkage,66,-3,63,-76.35,Shrinkage,,False,
ADJ-0000778,PH-003,PRD-00274,EMP-0056,EMP-0056,2026-07-26 18:00:00,Cycle Count,5,3,8,79.53,Cycle Count,,False,
ADJ-0000779,PH-003,PRD-00079,EMP-0047,EMP-0047,2026-07-19 14:00:00,Cycle Count,80,3,83,34.17,Cycle Count,,False,
ADJ-0000780,PH-004,PRD-00113,EMP-0078,EMP-0068,2026-07-01 17:00:00,Cycle Count,49,2,51,57.2,Cycle Count,,False,
ADJ-0000781,PH-004,PRD-00261,EMP-0076,EMP-0079,2026-07-08 12:00:00,Cycle Count,18,3,21,25.89,Cycle Count,,False,
ADJ-0000782,PH-004,PRD-00583,EMP-0069,EMP-0068,2026-07-18 13:00:00,Shrinkage,0,0,0,0.0,Shrinkage,,False,
ADJ-0000783,PH-004,PRD-00744,EMP-0085,EMP-0068,2026-07-06 17:00:00,Shrinkage,20,-1,19,-22.68,Shrinkage,,False,
ADJ-0000784,PH-004,PRD-00354,EMP-0077,EMP-0068,2026-07-26 16:00:00,Shrinkage,69,-1,68,-33.43,Shrinkage,,False,
ADJ-0000785,PH-004,PRD-00159,EMP-0078,EMP-0069,2026-07-23 14:00:00,Shrinkage,64,-2,62,-56.38,Shrinkage,,False,
ADJ-0000786,PH-004,PRD-00777,EMP-0073,EMP-0067,2026-07-31 13:00:00,Shrinkage,27,-3,24,-42.78,Shrinkage,,False,
ADJ-0000787,PH-004,PRD-00268,EMP-0081,EMP-0069,2026-07-18 21:00:00,Expiration,85,0,85,0.0,Expiration,,True,Expired inventory
ADJ-0000788,PH-004,PRD-00637,EMP-0086,EMP-0078,2026-07-17 19:00:00,Cycle Count,85,1,86,3.03,Cycle Count,,False,
ADJ-0000789,PH-004,PRD-00312,EMP-0077,EMP-0078,2026-07-06 11:00:00,Shrinkage,4,-2,2,-14.86,Shrinkage,,False,
ADJ-0000790,PH-004,PRD-00700,EMP-0077,EMP-0068,2026-07-04 20:00:00,Cycle Count,69,1,70,17.03,Cycle Count,,False,
ADJ-0000791,PH-004,PRD-00642,EMP-0086,EMP-0068,2026-07-21 15:00:00,Cycle Count,97,3,100,99.27,Cycle Count,,False,
ADJ-0000792,PH-004,PRD-00471,EMP-0067,EMP-0068,2026-07-23 19:00:00,Expiration,57,2,59,67.0,Expiration,,True,Expired inventory
ADJ-0000793,PH-004,PRD-00051,EMP-0083,EMP-0079,2026-07-29 21:00:00,Shrinkage,32,-3,29,-63.12,Shrinkage,,False,
ADJ-0000794,PH-004,PRD-00243,EMP-0085,EMP-0067,2026-07-03 13:00:00,Shrinkage,92,-3,89,-104.28,Shrinkage,,False,
ADJ-0000795,PH-004,PRD-00625,EMP-0073,EMP-0078,2026-07-03 12:00:00,Cycle Count,60,3,63,71.46,Cycle Count,,False,
ADJ-0000796,PH-004,PRD-00729,EMP-0084,EMP-0069,2026-07-27 12:00:00,Shrinkage,23,-3,20,-76.86,Shrinkage,,False,
ADJ-0000797,PH-004,PRD-00519,EMP-0083,EMP-0078,2026-07-27 17:00:00,Shrinkage,11,-1,10,-4.29,Shrinkage,,False,
ADJ-0000798,PH-004,PRD-00411,EMP-0081,EMP-0068,2026-07-11 21:00:00,Shrinkage,59,-1,58,-8.89,Shrinkage,,False,
ADJ-0000799,PH-004,PRD-00031,EMP-0085,EMP-0078,2026-07-06 16:00:00,Cycle Count,40,3,43,55.47,Cycle Count,,False,
ADJ-0000800,PH-004,PRD-00697,EMP-0083,EMP-0078,2026-07-13 14:00:00,Cycle Count,2,1,3,3.93,Cycle Count,,False,
ADJ-0000801,PH-004,PRD-00597,EMP-0080,EMP-0078,2026-07-24 15:00:00,Shrinkage,59,-2,57,-41.3,Shrinkage,,False,
ADJ-0000802,PH-004,PRD-00172,EMP-0088,EMP-0068,2026-07-04 14:00:00,Cycle Count,15,2,17,50.54,Cycle Count,,False,
ADJ-0000803,PH-004,PRD-00504,EMP-0087,EMP-0068,2026-07-01 20:00:00,Cycle Count,58,3,61,95.1,Cycle Count,,False,
ADJ-0000804,PH-004,PRD-00712,EMP-0086,EMP-0069,2026-07-24 21:00:00,Shrinkage,1,-1,0,-20.96,Shrinkage,,False,
ADJ-0000805,PH-004,PRD-00793,EMP-0075,EMP-0079,2026-07-22 20:00:00,Shrinkage,86,-3,83,-83.1,Shrinkage,,False,
ADJ-0000806,PH-004,PRD-00205,EMP-0088,EMP-0079,2026-07-13 15:00:00,Cycle Count,48,1,49,29.02,Cycle Count,,False,
ADJ-0000807,PH-004,PRD-00661,EMP-0086,EMP-0067,2026-07-11 14:00:00,Shrinkage,90,-1,89,-24.44,Shrinkage,,False,
ADJ-0000808,PH-004,PRD-00429,EMP-0072,EMP-0067,2026-07-07 21:00:00,Shrinkage,56,-1,55,-18.13,Shrinkage,,False,
ADJ-0000809,PH-004,PRD-00208,EMP-0088,EMP-0067,2026-07-13 21:00:00,Cycle Count,21,3,24,34.98,Cycle Count,,False,
ADJ-0000810,PH-004,PRD-00382,EMP-0081,EMP-0068,2026-07-07 14:00:00,Cycle Count,64,2,66,64.38,Cycle Count,,False,
ADJ-0000811,PH-004,PRD-00152,EMP-0080,EMP-0067,2026-07-19 17:00:00,Shrinkage,13,-1,12,-13.65,Shrinkage,,False,
ADJ-0000812,PH-004,PRD-00714,EMP-0076,EMP-0068,2026-07-11 08:00:00,Cycle Count,4,3,7,104.73,Cycle Count,,False,
ADJ-0000813,PH-004,PRD-00377,EMP-0072,EMP-0068,2026-07-01 21:00:00,Shrinkage,41,-3,38,-81.03,Shrinkage,,False,
ADJ-0000814,PH-004,PRD-00615,EMP-0086,EMP-0069,2026-07-06 12:00:00,Cycle Count,81,2,83,53.84,Cycle Count,,False,
ADJ-0000815,PH-004,PRD-00696,EMP-0067,EMP-0069,2026-07-18 19:00:00,Shrinkage,38,-1,37,-11.45,Shrinkage,,False,
ADJ-0000816,PH-004,PRD-00315,EMP-0074,EMP-0069,2026-07-27 20:00:00,Shrinkage,2,-1,1,-9.93,Shrinkage,,False,
ADJ-0000817,PH-004,PRD-00122,EMP-0070,EMP-0078,2026-07-02 19:00:00,Shrinkage,74,-3,71,-28.44,Shrinkage,,True,Expired inventory
ADJ-0000818,PH-004,PRD-00784,EMP-0082,EMP-0069,2026-07-02 15:00:00,Shrinkage,18,-3,15,-50.07,Shrinkage,,False,
ADJ-0000819,PH-004,PRD-00025,EMP-0068,EMP-0079,2026-07-13 11:00:00,Cycle Count,87,2,89,47.04,Cycle Count,,False,
ADJ-0000820,PH-004,PRD-00511,EMP-0068,EMP-0069,2026-07-05 17:00:00,Expiration,68,2,70,13.54,Expiration,,True,Expired inventory
ADJ-0000821,PH-004,PRD-00539,EMP-0076,EMP-0069,2026-07-18 12:00:00,Cycle Count,2,3,5,61.59,Cycle Count,,False,
ADJ-0000822,PH-004,PRD-00313,EMP-0071,EMP-0069,2026-07-12 18:00:00,Cycle Count,42,2,44,59.04,Cycle Count,,False,
ADJ-0000823,PH-004,PRD-00269,EMP-0067,EMP-0068,2026-07-07 16:00:00,Shrinkage,34,-3,31,-60.3,Shrinkage,,False,
ADJ-0000824,PH-004,PRD-00522,EMP-0073,EMP-0078,2026-07-29 21:00:00,Cycle Count,91,3,94,47.46,Cycle Count,,False,
ADJ-0000825,PH-004,PRD-00107,EMP-0075,EMP-0079,2026-07-01 20:00:00,Cycle Count,17,1,18,11.17,Cycle Count,,False,
ADJ-0000826,PH-004,PRD-00273,EMP-0073,EMP-0078,2026-07-14 21:00:00,Expiration,47,2,49,63.1,Expiration,,True,Expired inventory
ADJ-0000827,PH-004,PRD-00284,EMP-0078,EMP-0078,2026-07-18 11:00:00,Cycle Count,92,2,94,54.88,Cycle Count,,False,
ADJ-0000828,PH-004,PRD-00705,EMP-0078,EMP-0078,2026-07-14 15:00:00,Cycle Count,49,3,52,12.27,Cycle Count,,False,
ADJ-0000829,PH-004,PRD-00671,EMP-0081,EMP-0079,2026-07-15 15:00:00,Cycle Count,16,3,19,16.08,Cycle Count,,False,
ADJ-0000830,PH-004,PRD-00358,EMP-0088,EMP-0069,2026-07-18 11:00:00,Shrinkage,16,-1,15,-29.83,Shrinkage,,False,
ADJ-0000831,PH-004,PRD-00085,EMP-0074,EMP-0069,2026-07-12 08:00:00,Shrinkage,20,-3,17,-26.25,Shrinkage,,False,
ADJ-0000832,PH-004,PRD-00631,EMP-0088,EMP-0069,2026-07-10 13:00:00,Cycle Count,25,2,27,57.78,Cycle Count,,False,
ADJ-0000833,PH-004,PRD-00195,EMP-0070,EMP-0079,2026-07-16 14:00:00,Shrinkage,48,-2,46,-43.84,Shrinkage,,True,Expired inventory
ADJ-0000834,PH-004,PRD-00183,EMP-0086,EMP-0067,2026-07-15 15:00:00,Cycle Count,22,3,25,27.9,Cycle Count,,False,
ADJ-0000835,PH-004,PRD-00536,EMP-0078,EMP-0079,2026-07-10 21:00:00,Shrinkage,12,-1,11,-7.79,Shrinkage,,False,
ADJ-0000836,PH-004,PRD-00573,EMP-0077,EMP-0078,2026-07-08 15:00:00,Cycle Count,90,2,92,12.6,Cycle Count,,False,
ADJ-0000837,PH-004,PRD-00012,EMP-0068,EMP-0068,2026-07-06 14:00:00,Cycle Count,61,1,62,0.87,Cycle Count,,False,
ADJ-0000838,PH-004,PRD-00048,EMP-0068,EMP-0069,2026-07-04 16:00:00,Cycle Count,9,2,11,25.28,Cycle Count,,False,
ADJ-0000839,PH-004,PRD-00304,EMP-0072,EMP-0068,2026-07-12 14:00:00,Shrinkage,72,-1,71,-31.0,Shrinkage,,False,
ADJ-0000840,PH-004,PRD-00352,EMP-0077,EMP-0068,2026-07-23 11:00:00,Shrinkage,13,-3,10,-78.36,Shrinkage,,False,
ADJ-0000841,PH-004,PRD-00547,EMP-0080,EMP-0079,2026-07-05 16:00:00,Cycle Count,20,3,23,22.83,Cycle Count,,False,
ADJ-0000842,PH-004,PRD-00587,EMP-0083,EMP-0078,2026-07-25 09:00:00,Shrinkage,70,-1,69,-7.0,Shrinkage,,False,
ADJ-0000843,PH-004,PRD-00157,EMP-0081,EMP-0078,2026-07-20 16:00:00,Cycle Count,46,1,47,10.51,Cycle Count,,False,
ADJ-0000844,PH-004,PRD-00593,EMP-0080,EMP-0069,2026-07-28 08:00:00,Cycle Count,76,2,78,18.44,Cycle Count,,False,
ADJ-0000845,PH-004,PRD-00788,EMP-0085,EMP-0068,2026-07-17 20:00:00,Cycle Count,87,1,88,13.36,Cycle Count,,False,
ADJ-0000846,PH-004,PRD-00416,EMP-0081,EMP-0068,2026-07-22 20:00:00,Shrinkage,86,-2,84,-61.44,Shrinkage,,False,
ADJ-0000847,PH-004,PRD-00294,EMP-0075,EMP-0078,2026-07-01 15:00:00,Shrinkage,61,-3,58,-57.15,Shrinkage,,False,
ADJ-0000848,PH-004,PRD-00437,EMP-0074,EMP-0067,2026-07-16 20:00:00,Shrinkage,16,-2,14,-29.14,Shrinkage,,False,
ADJ-0000849,PH-004,PRD-00420,EMP-0088,EMP-0069,2026-07-18 12:00:00,Cycle Count,47,3,50,89.97,Cycle Count,,False,
ADJ-0000850,PH-004,PRD-00711,EMP-0088,EMP-0067,2026-07-24 13:00:00,Shrinkage,67,-1,66,-19.93,Shrinkage,,False,
ADJ-0000851,PH-004,PRD-00335,EMP-0074,EMP-0069,2026-07-27 19:00:00,Shrinkage,88,-2,86,-50.98,Shrinkage,,False,
ADJ-0000852,PH-004,PRD-00638,EMP-0084,EMP-0067,2026-07-23 20:00:00,Shrinkage,25,-1,24,-13.99,Shrinkage,,False,
ADJ-0000853,PH-004,PRD-00196,EMP-0068,EMP-0069,2026-07-28 18:00:00,Cycle Count,0,1,1,28.31,Cycle Count,,False,
ADJ-0000854,PH-004,PRD-00275,EMP-0087,EMP-0069,2026-07-06 12:00:00,Cycle Count,8,2,10,40.32,Cycle Count,,False,
ADJ-0000855,PH-004,PRD-00475,EMP-0084,EMP-0067,2026-07-07 18:00:00,Shrinkage,46,-1,45,-14.89,Shrinkage,,False,
ADJ-0000856,PH-004,PRD-00648,EMP-0086,EMP-0078,2026-07-15 11:00:00,Shrinkage,64,-3,61,-78.87,Shrinkage,,False,
ADJ-0000857,PH-004,PRD-00206,EMP-0078,EMP-0079,2026-07-16 21:00:00,Cycle Count,71,2,73,39.72,Cycle Count,,False,
ADJ-0000858,PH-004,PRD-00667,EMP-0084,EMP-0069,2026-07-22 20:00:00,Expiration,56,1,57,21.34,Expiration,,True,Expired inventory
ADJ-0000859,PH-004,PRD-00007,EMP-0084,EMP-0079,2026-07-04 18:00:00,Shrinkage,16,-2,14,-32.9,Shrinkage,,True,Expired inventory
ADJ-0000860,PH-004,PRD-00776,EMP-0088,EMP-0078,2026-07-19 16:00:00,Shrinkage,76,-1,75,-32.05,Shrinkage,,False,
ADJ-0000861,PH-004,PRD-00332,EMP-0068,EMP-0078,2026-07-02 17:00:00,Shrinkage,66,-3,63,-86.22,Shrinkage,,False,
ADJ-0000862,PH-004,PRD-00580,EMP-0088,EMP-0079,2026-07-30 21:00:00,Shrinkage,55,-1,54,-19.22,Shrinkage,,False,
ADJ-0000863,PH-004,PRD-00001,EMP-0085,EMP-0078,2026-07-31 10:00:00,Cycle Count,79,2,81,69.0,Cycle Count,,False,
ADJ-0000864,PH-004,PRD-00785,EMP-0074,EMP-0078,2026-07-22 11:00:00,Shrinkage,78,-2,76,-17.84,Shrinkage,,False,
ADJ-0000865,PH-004,PRD-00657,EMP-0070,EMP-0068,2026-07-19 09:00:00,Cycle Count,56,3,59,55.29,Cycle Count,,False,
ADJ-0000866,PH-004,PRD-00412,EMP-0073,EMP-0069,2026-07-23 14:00:00,Cycle Count,41,1,42,10.35,Cycle Count,,False,
ADJ-0000867,PH-004,PRD-00373,EMP-0076,EMP-0067,2026-07-19 19:00:00,Shrinkage,79,-2,77,-35.68,Shrinkage,,False,
ADJ-0000868,PH-004,PRD-00436,EMP-0082,EMP-0069,2026-07-12 13:00:00,Cycle Count,42,3,45,80.46,Cycle Count,,False,
ADJ-0000869,PH-004,PRD-00598,EMP-0068,EMP-0079,2026-07-24 19:00:00,Shrinkage,93,-1,92,-17.87,Shrinkage,,False,
ADJ-0000870,PH-004,PRD-00343,EMP-0087,EMP-0069,2026-07-19 17:00:00,Cycle Count,30,2,32,22.72,Cycle Count,,False,
ADJ-0000871,PH-004,PRD-00202,EMP-0081,EMP-0069,2026-07-29 14:00:00,Cycle Count,67,2,69,41.46,Cycle Count,,False,
ADJ-0000872,PH-004,PRD-00765,EMP-0077,EMP-0069,2026-07-07 08:00:00,Cycle Count,37,3,40,72.66,Cycle Count,,False,
ADJ-0000873,PH-004,PRD-00611,EMP-0072,EMP-0079,2026-07-26 15:00:00,Cycle Count,1,1,2,4.08,Cycle Count,,False,
ADJ-0000874,PH-004,PRD-00666,EMP-0072,EMP-0069,2026-07-20 13:00:00,Cycle Count,12,1,13,21.57,Cycle Count,,False,
ADJ-0000875,PH-004,PRD-00415,EMP-0076,EMP-0068,2026-07-28 09:00:00,Cycle Count,51,1,52,3.0,Cycle Count,,False,
ADJ-0000876,PH-004,PRD-00686,EMP-0083,EMP-0079,2026-07-07 08:00:00,Cycle Count,93,2,95,27.14,Cycle Count,,False,
ADJ-0000877,PH-004,PRD-00606,EMP-0081,EMP-0079,2026-07-03 18:00:00,Shrinkage,59,-1,58,-4.53,Shrinkage,,False,
ADJ-0000878,PH-004,PRD-00215,EMP-0084,EMP-0067,2026-07-13 21:00:00,Shrinkage,12,-1,11,-11.5,Shrinkage,,True,Expired inventory
ADJ-0000879,PH-004,PRD-00561,EMP-0087,EMP-0068,2026-07-29 14:00:00,Expiration,90,3,93,49.53,Expiration,,True,Expired inventory
ADJ-0000880,PH-004,PRD-00578,EMP-0067,EMP-0067,2026-07-24 10:00:00,Shrinkage,43,-3,40,-31.44,Shrinkage,,False,
ADJ-0000881,PH-004,PRD-00326,EMP-0083,EMP-0078,2026-07-18 21:00:00,Shrinkage,83,-1,82,-20.54,Shrinkage,,False,
ADJ-0000882,PH-004,PRD-00508,EMP-0083,EMP-0068,2026-07-11 14:00:00,Shrinkage,71,-2,69,-24.0,Shrinkage,,False,
ADJ-0000883,PH-004,PRD-00151,EMP-0078,EMP-0067,2026-07-21 18:00:00,Shrinkage,71,-2,69,-11.18,Shrinkage,,False,
ADJ-0000884,PH-004,PRD-00732,EMP-0084,EMP-0067,2026-07-25 14:00:00,Shrinkage,55,-1,54,-23.99,Shrinkage,,False,
ADJ-0000885,PH-004,PRD-00751,EMP-0081,EMP-0069,2026-07-12 19:00:00,Shrinkage,51,-3,48,-68.37,Shrinkage,,False,
ADJ-0000886,PH-004,PRD-00501,EMP-0077,EMP-0078,2026-07-26 10:00:00,Cycle Count,82,3,85,57.06,Cycle Count,,False,
ADJ-0000887,PH-004,PRD-00727,EMP-0087,EMP-0067,2026-07-14 08:00:00,Shrinkage,52,-2,50,-19.4,Shrinkage,,False,
ADJ-0000888,PH-004,PRD-00052,EMP-0069,EMP-0067,2026-07-21 15:00:00,Cycle Count,94,3,97,60.81,Cycle Count,,False,
ADJ-0000889,PH-004,PRD-00728,EMP-0073,EMP-0079,2026-07-11 10:00:00,Cycle Count,60,2,62,42.3,Cycle Count,,False,
ADJ-0000890,PH-004,PRD-00320,EMP-0081,EMP-0078,2026-07-19 15:00:00,Shrinkage,49,-2,47,-21.32,Shrinkage,,False,
ADJ-0000891,PH-004,PRD-00341,EMP-0088,EMP-0068,2026-07-20 13:00:00,Cycle Count,74,3,77,3.96,Cycle Count,,False,
ADJ-0000892,PH-004,PRD-00557,EMP-0067,EMP-0069,2026-07-19 16:00:00,Expiration,100,0,100,0.0,Expiration,,True,Expired inventory
ADJ-0000893,PH-004,PRD-00336,EMP-0087,EMP-0069,2026-07-18 15:00:00,Shrinkage,62,-1,61,-31.46,Shrinkage,,False,
ADJ-0000894,PH-004,PRD-00773,EMP-0081,EMP-0068,2026-07-30 19:00:00,Cycle Count,17,3,20,24.84,Cycle Count,,False,
ADJ-0000895,PH-004,PRD-00628,EMP-0075,EMP-0067,2026-07-09 11:00:00,Shrinkage,4,-1,3,-17.46,Shrinkage,,False,
ADJ-0000896,PH-004,PRD-00782,EMP-0080,EMP-0067,2026-07-29 15:00:00,Cycle Count,43,1,44,10.91,Cycle Count,,False,
ADJ-0000897,PH-004,PRD-00464,EMP-0085,EMP-0068,2026-07-08 12:00:00,Cycle Count,99,2,101,2.72,Cycle Count,,False,
ADJ-0000898,PH-004,PRD-00042,EMP-0078,EMP-0068,2026-07-18 08:00:00,Shrinkage,62,-3,59,-79.53,Shrinkage,,False,
ADJ-0000899,PH-004,PRD-00090,EMP-0087,EMP-0069,2026-07-26 13:00:00,Shrinkage,64,-1,63,-8.79,Shrinkage,,False,
